Kingdom,Phylum,Class,Order,Family,Genus,Species,Red List status,Year assessed
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,URTICALES,ULMACEAE,Celtis,balansae,VU,2010
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,PODOCARPACEAE,Dacrydium,balansae,LC,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,VERBENACEAE,Oxera,balansae,EN,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EBENALES,SAPOTACEAE,Pichonia,balansana,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,EVERMANNELLIDAE,Evermannella,balbo,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Redigobius,balteatus,LC,2012
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,balteatus,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Stethojulis,bandanensis,LC,2010
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,bandanus,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TETRAROGIDAE,Tetraroge,barbata,LC,2009
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Hippocampus,bargibanti,DD,2003
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,baronessa,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPHYRAENIDAE,Sphyraena,barracuda,LC,2015
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Scammarctus,batei,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,bathyphilus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Sigmops,bathyphilus,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Taaningichthys,bathyphilus,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,batuensis,LC,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DILLENIALES,DILLENIACEAE,Hibbertia,baudouinii,LC,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,baumanniae,LR/cd,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,STEPHANOBERYCIFORMES,MELAMPHAIDAE,Scopelogadus,beanii,DD,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,SERRIVOMERIDAE,Serrivomer,beanii,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Phoxocampus,belcheri,LC,2016
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ELEOTRIDAE,Belobranchus,belobranchus,DD,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Oulophyllia,bennettae,NT,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,bennetti,DD,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,bennetti,LC,2014
ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Thalasseus,bergii,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,BATHYLAGIDAE,Melanolagus,bericoides,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,HOLOCENTRIDAE,Myripristis,berndti,LC,2016
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,ARAUCARIACEAE,Araucaria,bernieri,VU,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,NOTOSUDIDAE,Ahliesaurus,berryi,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Diaphus,bertelseni,LC,2015
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Remiarctus,bertholdii,LC,2011
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,bestae,NT,2008
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ORCHIDALES,ORCHIDACEAE,Bulbophyllum,betchei,LC,2013
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,FLACOURTIACEAE,Homalium,betulifolium,EN,1998
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,betulinus,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Leptastrea,bewickensis,NT,2008
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,BOIDAE,Candoia,bibroni,LC,2012
ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,bicinctus,LC,2014
ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,HEXATRYGONIDAE,Hexatrygon,bickelli,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Trachyrhamphus,bicoarctatus,LC,2016
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,bicolor,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Labroides,bicolor,LC,2010
ANIMALIA,MOLLUSCA,GASTROPODA,CYCLONERITIMORPHA,NERITIDAE,Clithon,bicolor,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Ecsenius,bicolor,LC,2014
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Crenarctus,bicuspidatus,LC,2011
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,bifrons,VU,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Redigobius,bikolanus,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Grammatorcynus,bilineatus,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Praealticus,bilineatus,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DILLENIALES,DILLENIACEAE,Tetracera,billardierei,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,bilunulatus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CIRRHITIDAE,Amblycirrhitus,bimacula,LC,2016
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,bimaculatus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Neobythites,bimaculatus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Oxycheilinus,bimaculatus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Ctenochaetus,binotatus,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,biocellatus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Psammogobius,biocellatus,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,bipartita,VU,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Elagatis,bipinnulata,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Omox,biporos,DD,2012
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Diplacodes,bipunctata,LC,2013
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,ARAUCARIACEAE,Araucaria,biramulata,VU,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,bispinosa,LC,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Cryptocarya,bitriplinervia,EN,1998
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EBENALES,SAPOTACEAE,Pycnandra,blanchonii,EN,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudocoris,bleekeri,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Chlorurus,bleekeri,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,blochii,LC,2012
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Phoboscincus,bocourti,EN,2010
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Caledoniscincus,bodoi,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,boenak,LC,2008
ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ARGONAUTIDAE,Argonauta,boettgeri,LC,2014
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,boholensis,LC,2013
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Tropidoscincus,boreus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,HOLOCENTRIDAE,Myripristis,botche,LC,2016
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,boucheti,LC,2013
ANIMALIA,MOLLUSCA,GASTROPODA,CYCLONERITIMORPHA,NERITIDAE,Clithon,bougainvillei,DD,2011
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DILLENIALES,DILLENIACEAE,Hibbertia,bouletii,CR,2015
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Marmorosphax,boulinda,VU,2011
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,FLACOURTIACEAE,Xylosma,boulindae,VU,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Flagellostomias,boureei,LC,2015
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Paratya,bouvieri,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Acanthastrea,bowerbanki,VU,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,brachycentron,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Diaphus,brachycephalus,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CHLOPSIDAE,Kaupichthys,brachychirus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Norfolkia,brachylepis,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Choeroichthys,brachysoma,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Microphis,brachyurus,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,braueri,DD,2015
ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Steno,bredanensis,LC,2012
ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHYSETERIDAE,Kogia,breviceps,DD,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Petroscirtes,breviceps,LC,2014
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Petrarctus,brevicornis,LC,2011
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EBENALES,SAPOTACEAE,Pouteria,brevipedicellata,EN,1998
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Oxanthera,brevipes,VU,1998
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Ibacus,brevipes,LC,2011
ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,brevipes,NT,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,brevirostris,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,ALEPISAURIDAE,Alepisaurus,brevirostris,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Exallias,brevis,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,PITTOSPORACEAE,Pittosporum,brevispinum,EN,2010
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Aeshna,brevistyla,LC,2013
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,Neisosperma,brevituba,VU,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Halicampus,brocki,LC,2016
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,bruuni,LC,2013
ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,bucephalus,DD,2009
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,STERCULIACEAE,Acropogon,bullatus,NT,2010
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,bullatus,LC,2013
ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,bulleri,VU,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,bushyensis,LC,2008
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,FLACOURTIACEAE,Homalium,buxifolium,EN,1998
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,cactus,VU,2008
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,cactus,VU,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CAESIONIDAE,Caesio,caerulaurea,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Paracaesio,caerulea,DD,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTROLOPHIDAE,Seriolella,caerulea,LC,2010
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,caerulea,DD,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Anampses,caeruleopunctatus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Photonectes,caerulescens,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,caesius,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Bajacalifornia,calcarata,LC,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,STERCULIACEAE,Acropogon,calcicola,EN,2010
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CAMPEPHAGIDAE,Coracina,caledonica,LC,2012
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Myiagra,caledonica,LC,2012
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Myzomela,caledonica,LC,2012
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PACHYCEPHALIDAE,Pachycephala,caledonica,LC,2012
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Paratya,caledonica,LC,2013
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,Macrobrachium,caledonicum,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SYNANCEIIDAE,Inimicus,caledonicus,LC,2010
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Parribacus,caledonicus,LC,2011
ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Nycticorax,caledonicus,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,caliculata,VU,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Seriatopora,caliendrum,NT,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,callisterna,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,LEGUMINOSAE,Serianthes,calycina,VU,1998
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,MYRSINACEAE,Tapeinosperma,campanula,VU,1998
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,SYNTHEMISTIDAE,Synthemis,campioni,LC,2009
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,RACHYCENTRIDAE,Rachycentron,canadum,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,CARAPIDAE,Snyderidia,canina,LC,2015
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,canonicus,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NOMEIDAE,Cubiceps,capensis,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Neonesthes,capensis,LC,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,FLACOURTIACEAE,Xylosma,capillipes,CR,1998
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,PTERIDACEAE,Adiantum,capillus-veneris,LC,2013
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,capitanellus,LC,2013
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,capitaneus,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,capitata,NT,2008
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,HYDROCHARITALES,HYDROCHARITACEAE,Halophila,capricorni,LC,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,capricornis,VU,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CAPROIDAE,Antigonia,capros,LC,2015
ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,carbo,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Etelis,carbunculus,DD,2010
ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Carcharodon,carcharias,VU,2009
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Myzomela,cardinalis,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,carduus,NT,2008
ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Caretta,caretta,VU,2015
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Caledoconcha,carnosa,CR,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,caroliniana,VU,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Calotomus,carolinus,LC,2012
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,LYTHRACEAE,Sonneratia,caseolaris,LC,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EUPHORBIALES,EUPHORBIACEAE,Bocquillonia,castaneifolia,EN,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Cirripectes,castaneus,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,catalai,NT,2008
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Leiorhagium,cathartes,VU,2011
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,catus,LC,2013
ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Hirundapus,caudacutus,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,HOLOCENTRIDAE,Sargocentron,caudimaculatum,LC,2016
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Notoscopelus,caudispinosus,LC,2015
ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,caudistigmus,LC,2003
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Entomacrodus,caudofasciatus,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Blenniella,caudolineata,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,GUTTIFERAE,Montrouziera,cauliflora,VU,1998
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,VERBENACEAE,Oxera,cauliflora,VU,1998
ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Ziphius,cavirostris,LC,2008
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,cebuensis,VU,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Oxycheilinus,celebicus,LC,2010
ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,cenchroides,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE,Mugil,cephalus,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudojuloides,cerasinus,DD,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,cerealis,LC,2014
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,PALMAE,Moratia,cerifera,LR/cd,1998
ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Procelsterna,cerulea,LC,2014
ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cervicalis,VU,2012
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,cervus,LC,2013
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Rhacodactylus,chahoua,VU,2011
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Cyphastrea,chalcidicum,LC,2014
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,chaldaeus,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,chameleon,LC,2012
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Bathyarctus,chani,LC,2011
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALINURIDAE,Nupalirus,chani,DD,2011
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Caledoniscincus,chazeaui,EN,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Cirripectes,chelomatus,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EBENALES,EBENACEAE,Diospyros,cherrieri,VU,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,COMBRETACEAE,Terminalia,cherrieri,EN,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EUPHORBIALES,EUPHORBIACEAE,Trigonostemon,cherrieri,CR,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,chesterfieldensis,LC,2008
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Zieria,chevalieri,VU,1998
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,Libocedrus,chevalieri,CR,2010
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,chiangi,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,chinensis,NT,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,AULOSTOMIDAE,Aulostomus,chinensis,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Smilosicyopus,chloe,LC,2012
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Stichopus,chloronotus,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,chlorostigma,LC,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilinus,chlorourus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Macropharyngodon,choati,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,HOLOCENTRIDAE,Myripristis,chryseres,LC,2016
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Redigobius,chrysosoma,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Blenniella,chrysospilos,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Heniochus,chrysostomus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,chrysus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,GIGANTURIDAE,Gigantura,chuni,LC,2015
